instrument,average_theo
UD:1V: GN 0418851706,-219.4949
UD:1V: GN 0418851711,-26.9118
UD:1V: GN 0418851714,36.3868
UD:1V: GN 0418851780,-17.2560
UD:1V: GN 0418851861,2.7620
UD:1V: GN 0418851862,-50.4785
UD:1V: GN 0418851866,-0.1865
UD:1V: GN 0418851886,0.1630
UD:1V: GN 0418852040,10.7002
UD:1V: GN 0418852150,0.5718
UD:1V: GN 0418852192,57.2902
UD:1V: GN 0418852219,17.1607
UD:1V: GN 0418852226,-15.1867
UD:1V: GN 0418852257,-199.3583
UD:1V: GN 0418852258,191.3751
UD:1V: GN 0418852305,11.4217
UD:1V: GN 0418852317,4.8447
UD:1V: GN 0418852330,227.0890
UD:1V: GN 0418852353,-10.8088
UD:1V: GN 0418852362,15.1204
UD:1V: GN 0418852384,-0.5408
UD:1V: GN 0418852538,14.9195
UD:1V: GN 0418852543,-17.2572
UD:1V: GN 0418852586,-1.5104
UD:1V: GN 0418852649,-5.1321
UD:1V: GN 0418852655,15.4054
UD:1V: GN 0418852704,-9.8506
UD:1V: GN 0418852705,179.6977
UD:1V: GN 0418852728,22.4976
UD:1V: GN 0418852755,-1.9537
UD:1V: GN 0418852769,26.7793
UD:1V: GN 0418852789,-0.7532
UD:1V: GN 0418852855,1.2953
UD:1V: GN 0418852892,-1.2156
UD:1V: GN 0418852913,6.0125
UD:1V: GN 0418852922,-127.1237
UD:1V: GN 0418852927,-0.1321
UD:1V: GN 0418852936,1.2290
UD:1V: GN 0418852942,-20.5434
UD:1V: GN 0418852973,-19.5119
UD:1V: GN 0418852974,-172.1736
UD:1V: GN 0418853012,-1.7672
UD:1V: GN 0418853044,0.3763
UD:1V: GN 0418853049,-8.2166
UD:1V: GN 0418853056,4.7154
UD:1V: GN 0418853099,-20.5464
UD:1V: GN 0418853120,-19.5119
UD:1V: GN 0418853126,0.1613
UD:1V: GN 0418853143,-18.5485
UD:1V: GN 0418853164,-14.1823
UD:1V: GN 0418853171,-1.0631
UD:1V: GN 0418853217,3.4545
UD:1V: GN 0418853219,-4.8782
UD:1V: GN 0418853221,-8.2013
UD:1V: GN 0418853246,0.9692
UD:1V: GN 0418853255,0.8646
UD:1V: GN 0418853268,-0.0703
UD:1V: GN 0418853318,2.1932
UD:1V: GN 0418853336,4.9548
UD:1V: GN 0418853338,-0.8815
UD:1V: GN 0418853345,4.1890
UD:1V: GN 0418853374,-4.5726
UD:1V: GN 0418853402,1.8433
UD:1V: GN 0418853423,-1.9701
UD:1V: GN 0418853460,-3.8701
UD:1V: GN 0418853469,5.9405
UD:1V: GN 0418853482,5.3466
UD:1V: GN 0418853492,102.3577
UD:1V: GN 0418853508,-36.0259
UD:1V: GN 0418853517,12.1656
UD:1V: GN 0418853568,-21.7579
UD:1V: GN 0418853600,-18.2370
UD:1V: GN 0418853661,-2.4669
UD:1V: GN 0418853671,-3.7122
UD:1V: GN 0418853688,-9.9039
UD:1V: GN 0418853753,-148.3561
UD:1V: GN 0418853784,-6.7876
UD:1V: GN 0418853785,-4.4182
UD:1V: GN 0418853813,-6.9770
UD:1V: GN 0418853839,-11.0802
UD:1V: GN 0418853868,0.5086
UD:1V: GN 0418853872,4.6778
UD:1V: GN 0418853883,-102.7980
UD:1V: GN 0418853895,-4.1909
UD:1V: GN 0418853963,2.5735
UD:1V: GN 0418853989,0.1369
UD:1V: GN 0418853990,1.2972
UD:1V: GN 0418853996,0.5678
UD:1V: GN 0418854012,0.1923
UD:1V: GN 0418854025,-4.4015
UD:1V: GN 0418854028,14.0546
UD:1V: GN 0418854032,0.8831
UD:1V: GN 0418854056,-1.7697
UD:1V: GN 0418854060,29.0994
UD:1V: GN 0418854076,-0.3109
UD:1V: GN 0418854085,-1.1354
UD:1V: GN 0418854086,-3.4632
UD:1V: GN 0418854106,-0.8473
UD:1V: GN 0418854126,-1.1799
UD:1V: GN 0418854128,-3.4742
UD:1V: GN 0418854130,52.3840
UD:1V: GN 0418854132,0.1823
UD:1V: GN 0418854137,5.0172
UD:1V: GN 0418854157,28.7009
UD:1V: GN 0418854165,6.1964
UD:1V: GN 0418854173,2.7803
UD:1V: GN 0418854204,2.3338
UD:1V: GN 0418854209,-0.6476
UD:1V: GN 0418854210,-8.0890
UD:1V: GN 0418854213,-9.5395
UD:1V: GN 0418854214,55.3166
UD:1V: GN 0418854217,5.7396
UD:1V: GN 0418854251,-0.0141
UD:1V: GN 0418854253,-5.3962
UD:1V: GN 0418854270,7.5714
UD:1V: GN 0418854274,2.1875
UD:1V: GN 0418854320,8.5486
UD:1V: GN 0418854328,-0.8466
UD:1V: GN 0418854332,57.0316
UD:1V: GN 0418854336,3.9133
UD:1V: GN 0418854370,-6.2362
UD:1V: GN 0418854384,-0.9883
UD:1V: GN 0418854387,4.8554
UD:1V: GN 0418854392,-7.2495
UD:1V: GN 0418854403,8.2731
UD:1V: GN 0418854408,-16.0070
UD:1V: GN 0418854427,3.8609
UD:1V: GN 0418854429,12.3734
UD:1V: GN 0418854455,21.5804
UD:1V: GN 0418854490,3.0107
UD:1V: GN 0418854495,7.1122
UD:1V: GN 0418854497,-2.0504
UD:1V: GN 0418854521,-19.1954
UD:1V: GN 0418854541,9.4176
UD:1V: GN 0418854557,4.7287
UD:1V: GN 0418854623,-18.5516
UD:1V: GN 0418854641,-4.1778
UD:1V: GN 0418854672,-6.2523
UD:1V: GN 0418854746,-49.8611
UD:1V: GN 0418854770,-12.1513
UD:1V: GN 0418854771,-9.6188
UD:1V: GN 0418854775,3.8950
UD:1V: GN 0418854793,55.6979
UD:1V: GN 0418854817,42.7408
UD:1V: GN 0418854820,-8.7965
UD:1V: GN 0418854891,-7.2246
UD:1V: GN 0418855090,17.8150
UD:1V: GN 0418855093,0.1417
UD:1V: GN 0418855095,13.3513
UD:1V: GN 0418855135,-80.5212
UD:1V: GN 0418855160,-164.0819
UD:1V: GN 0418855187,-15.1747
UD:1V: GN 0418855242,16.0497
UD:1V: GN 0418855248,-0.9397
UD:1V: GN 0418855253,-5.4403
UD:1V: GN 0418855272,1.1717
UD:1V: GN 0418855303,1.9347
UD:1V: GN 0418855323,5.3637
UD:1V: GN 0418855336,-177.9131
UD:1V: GN 0418855340,7.5128
UD:1V: GN 0418855354,8.9570
UD:1V: GN 0418855360,-34.0820
UD:1V: GN 0418855383,-0.2183
UD:1V: GN 0418855386,-3.6003
UD:1V: GN 0418855390,11.2392
UD:1V: GN 0418855405,-0.0694
UD:1V: GN 0418855419,-3.6624
UD:1V: GN 0418855427,-49.5979
UD:1V: GN 0418855432,-3.5164
UD:1V: GN 0418855453,155.7379
UD:1V: GN 0418855459,-55.6540
UD:1V: GN 0418855501,-7.0453
UD:1V: GN 0418855538,1.4405
UD:1V: GN 0418855557,140.3299
UD:1V: GN 0418855571,-0.1133
UD:1V: GN 0418855583,-10.7956
UD:1V: GN 0418855587,-0.2166
UD:1V: GN 0418855589,-68.2058
UD:1V: GN 0418855636,-0.3509
UD:1V: GN 0418855693,-0.5632
UD:1V: GN 0418855706,9.3673
UD:1V: GN 0418855723,-11.9844
UD:1V: GN 0418855743,-2.1959
UD:1V: GN 0418855745,7.5918
UD:1V: GN 0418855796,5.5807
UD:1V: GN 0418855799,11.0693
UD:1V: GN 0418855817,-8.3250
UD:1V: GN 0418855824,-2.5885
UD:1V: GN 0418855832,2.3852
UD:1V: GN 0418855844,-4.5764
UD:1V: GN 0418855851,11.5465
UD:1V: GN 0418855875,1.7908
UD:1V: GN 0418855895,-1.3857
UD:1V: GN 0418855899,-194.6998
UD:1V: GN 0418855952,182.5124
UD:1V: GN 0418855971,-219.5600
UD:1V: GN 0418855972,-1.9443
UD:1V: GN 0418856040,-0.5011
UD:1V: GN 0418856046,11.5988
UD:1V: GN 0418856086,-35.6850
UD:1V: GN 0418856091,6.9563
UD:1V: GN 0418856093,38.5841
UD:1V: GN 0418856106,10.4870
UD:1V: GN 0418856114,-29.4959
UD:1V: GN 0418856118,-66.3353
UD:1V: GN 0418856136,17.9635
UD:1V: GN 0418856176,-7.1623
UD:1V: GN 0418856190,-1.8204
UD:1V: GN 0418856271,-33.5028
UD:1V: GN 0418856288,7.2074
UD:1V: GN 0418856311,3.3029
UD:1V: GN 0418856335,-51.8918
UD:1V: GN 0418856342,-2.0815
UD:1V: GN 0418856348,-9.6192
UD:1V: GN 0418856353,-204.4317
UD:1V: GN 0418856416,-38.7474
UD:1V: GN 0418856460,2.9065
UD:1V: GN 0418856542,0.3022
UD:1V: GN 0418856543,0.9354
UD:1V: GN 0418856556,-218.7906
UD:1V: GN 0418856562,58.7936
UD:1V: GN 0418856569,-194.7264
UD:1V: GN 0418856582,224.3480
UD:1V: GN 0418856597,-11.6117
UD:1V: GN 0418856605,-3.8046
UD:1V: GN 0418856606,42.1368
UD:1V: GN 0418856609,0.8574
UD:1V: GN 0418856624,-0.1112
UD:1V: GN 0418856657,-16.4203
UD:1V: GN 0418856670,9.2598
UD:1V: GN 0418856690,-0.4971
UD:1V: GN 0418856712,9.7845
UD:1V: GN 0418856714,4.2627
UD:1V: GN 0418856717,-0.2312
UD:1V: GN 0418856725,37.3418
UD:1V: GN 0418856777,1.4972
UD:1V: GN 0418856808,2.4622
UD:1V: GN 0418856815,0.4727
UD:1V: GN 0418856844,-221.8226
UD:1V: GN 0418856852,-207.1276
UD:1V: GN 0418856854,-4.0554
UD:1V: GN 0418856860,48.8551
UD:1V: GN 0418856875,0.5543
UD:1V: GN 0418856887,0.2536
UD:1V: GN 0418856901,0.2017
UD:1V: GN 0418856926,26.3554
UD:1V: GN 0418856949,-2.3716
UD:1V: GN 0418857016,-64.8031
UD:1V: GN 0418857029,88.1554
UD:1V: GN 0418857065,1.3109
UD:1V: GN 0418857077,-16.5995
UD:1V: GN 0418857086,441.1956
UD:1V: GN 0418857134,16.8113
UD:1V: GN 0418857157,13.0485
UD:1V: GN 0418857159,-0.1537
UD:1V: GN 0418857179,5.1304
UD:1V: GN 0418857192,9.5315
UD:1V: GN 0418857197,-7.2869
UD:1V: GN 0418857199,-3.7480
UD:1V: GN 0418857208,7.5007
UD:1V: GN 0418857211,-5.8790
UD:1V: GN 0418857282,0.2881
UD:1V: GN 0418857301,-401.1845
UD:1V: GN 0418857302,186.0451
UD:1V: GN 0418857310,13.4237
UD:1V: GN 0418857330,2.1989
UD:1V: GN 0418857336,-65.4008
UD:1V: GN 0418857347,-401.8160
UD:1V: GN 0418857366,-12.8459
UD:1V: GN 0418857385,-4.7671
UD:1V: GN 0418857416,-31.9210
UD:1V: GN 0418857424,3.4112
UD:1V: GN 0418857435,2.6452
UD:1V: GN 0418857499,5.2200
UD:1V: GN 0418857518,4.7142
UD:1V: GN 0418857526,3.2013
UD:1V: GN 0418857527,4.3971
UD:1V: GN 0418857542,2.7510
UD:1V: GN 0418857549,0.1963
UD:1V: GN 0418857570,0.5402
UD:1V: GN 0418857574,-2.5437
UD:1V: GN 0418857622,2.9964
UD:1V: GN 0418857648,-41.2428
UD:1V: GN 0418857649,-4.1390
UD:1V: GN 0418857650,-15.6268
UD:1V: GN 0418857653,-59.9750
UD:1V: GN 0418857656,5.4196
UD:1V: GN 0418857679,-127.2074
UD:1V: GN 0418857686,2.1474
UD:1V: GN 0418857699,-8.7904
UD:1V: GN 0418857703,4.6072
UD:1V: GN 0418857712,1.4228
UD:1V: GN 0418857715,-20.9164
UD:1V: GN 0418857810,2.4196
UD:1V: GN 0418857843,-2.2137
UD:1V: GN 0418857857,4.4020
UD:1V: GN 0418857887,-1.3257
UD:1V: GN 0418857897,3.7237
UD:1V: GN 0418857902,-36.2135
UD:1V: GN 0418857922,-0.3117
UD:1V: GN 0418857923,-4.0713
UD:1V: GN 0418857946,-7.3433
UD:1V: GN 0418857979,-3.2662
UD:1V: GN 0418857983,7.8072
UD:1V: GN 0418857985,-7.8678
UD:1V: GN 0418858005,-2.1505
UD:1V: GN 0418858035,-2.2983
UD:1V: GN 0418858105,0.1672
UD:1V: GN 0418858114,0.3334
UD:1V: GN 0418858116,3.7752
UD:1V: GN 0418858150,0.5651
UD:1V: GN 0418858167,0.0964
UD:1V: GN 0418858175,0.4533
UD:1V: GN 0418858180,-183.6325
UD:1V: GN 0418858184,4.4008
UD:1V: GN 0418858201,36.6677
UD:1V: GN 0418858221,2.9338
UD:1V: GN 0418858228,44.8763
UD:1V: GN 0418858236,-3.6876
UD:1V: GN 0418858249,-7.9023
UD:1V: GN 0418858254,-1.0292
UD:1V: GN 0418858277,-22.8353
UD:1V: GN 0418858292,4.7022
UD:1V: GN 0418858299,209.2693
UD:1V: GN 0418858305,-0.5506
UD:1V: GN 0418858316,-0.4970
UD:1V: GN 0418858342,-0.7109
UD:1V: GN 0418858345,5.5029
UD:1V: GN 0418858361,5.7474
UD:1V: GN 0418858370,-57.2590
UD:1V: GN 0418858384,-613.2114
UD:1V: GN 0418858388,175.9768
UD:1V: GN 0418858391,5.6839
UD:1V: GN 0418858393,-588.2137
UD:1V: GN 0418858426,10.9785
UD:1V: GN 0418858434,5.5337
UD:1V: GN 0418858435,-0.5170
UD:1V: GN 0418858436,0.0164
UD:1V: GN 0418858443,11.1963
UD:1V: GN 0418858447,16.8136
UD:1V: GN 0418858457,5.6704
UD:1V: GN 0418858472,-5.9201
UD:1V: GN 0418858477,2.4200
UD:1V: GN 0418858487,5.6036
UD:1V: GN 0418858491,2.3036
UD:1V: GN 0418858508,19.0907
UD:1V: GN 0418858529,-388.8328
UD:1V: GN 0418858541,3.3288
UD:1V: GN 0418858649,1.9363
UD:1V: GN 0418858650,36.8973
UD:1V: GN 0418858653,12.3134
UD:1V: GN 0418858673,3.5844
UD:1V: GN 0418858676,216.8140
UD:1V: GN 0418858694,-37.6819
UD:1V: GN 0418858708,-62.7012
UD:1V: GN 0418858723,8.8944
UD:1V: GN 0418858727,-4.0114
UD:1V: GN 0418858730,-1.3872
UD:1V: GN 0418858734,6.9476
UD:1V: GN 0418858741,-4.7342
UD:1V: GN 0418858742,5.0198
UD:1V: GN 0418858789,9.4189
UD:1V: GN 0418858792,7.1102
UD:1V: GN 0418858799,6.1978
UD:1V: GN 0418858818,6.7132
UD:1V: GN 0418858821,-403.2506
UD:1V: GN 0418858832,3.9573
UD:1V: GN 0418858843,4.5112
UD:1V: GN 0418858850,9.5321
UD:1V: GN 0418858887,64.2177
UD:1V: GN 0418858917,42.0560
UD:1V: GN 0418858939,120.7461
UD:1V: GN 0418858946,13.9082
UD:1V: GN 0418858947,-6.1057
UD:1V: GN 0418858965,-19.4256
UD:1V: GN 0418858980,-0.7352
UD:1V: GN 0418859001,3.8648
UD:1V: GN 0418859033,4.4349
UD:1V: GN 0418859064,54.4350
UD:1V: GN 0418859065,0.7476
UD:1V: GN 0418859075,-38.2672
UD:1V: GN 0418859078,122.3243
UD:1V: GN 0418859083,-2.6792
UD:1V: GN 0418859108,37.1227
UD:1V: GN 0418859110,194.5973
UD:1V: GN 0418859115,15.8227
UD:1V: GN 0418859133,0.0509
UD:1V: GN 0418859140,36.8125
UD:1V: GN 0418859149,-13.6186
UD:1V: GN 0418859163,-0.4643
UD:1V: GN 0418859164,191.9425
UD:1V: GN 0418859199,0.4317
UD:1V: GN 0418859201,-3.6912
UD:1V: GN 0418859220,-14.8633
UD:1V: GN 0418859235,-3.8374
UD:1V: GN 0418859265,-1.0841
UD:1V: GN 0418859285,-1.0106
UD:1V: GN 0418859301,-1.4184
UD:1V: GN 0418859334,3.4391
UD:1V: GN 0418859335,9.6225
UD:1V: GN 0418859344,0.7872
UD:1V: GN 0418859345,1.4818
UD:1V: GN 0418859354,-0.3043
UD:1V: GN 0418859364,-0.7865
UD:1V: GN 0418859370,-8.1320
UD:1V: GN 0418859386,-28.4538
UD:1V: GN 0418859387,117.7068
UD:1V: GN 0418859389,16.4487
UD:1V: GN 0418859394,6.4547
UD:1V: GN 0418859400,36.2313
UD:1V: GN 0418859403,-33.6804
UD:1V: GN 0418859431,-220.8087
UD:1V: GN 0418859435,4.7766
UD:1V: GN 0418859439,4.1781
UD:1V: GN 0418859444,-6.4790
UD:1V: GN 0418859453,6.9914
UD:1V: GN 0418859456,8.7370
UD:1V: GN 0418859467,-1.5908
UD:1V: GN 0418859472,-0.2029
UD:1V: GN 0418859484,-0.0951
UD:1V: GN 0418859494,-2.0870
UD:1V: GN 0418859497,63.8158
UD:1V: GN 0418859500,-0.7110
UD:1V: GN 0418859504,0.0939
UD:1V: GN 0418859507,-61.9166
UD:1V: GN 0418859513,0.2636
UD:1V: GN 0418859551,10.8094
UD:1V: GN 0418859559,-7.1829
UD:1V: GN 0418859561,-26.5280
UD:1V: GN 0418859574,-0.0602
UD:1V: GN 0418859576,-0.5589
UD:1V: GN 0418859583,6.1327
UD:1V: GN 0418859588,1.3942
UD:1V: GN 0418859628,35.3509
UD:1V: GN 0418859631,-3.6876
UD:1V: GN 0418859634,-24.9244
UD:1V: GN 0418859637,6.2926
UD:1V: GN 0418859648,-7.6269
UD:1V: GN 0418859649,-1.2265
UD:1V: GN 0418859657,-10.1444
UD:1V: GN 0418859667,36.5418
UD:1V: GN 0418859691,0.5808
UD:1V: GN 0418859695,-11.5570
UD:1V: GN 0418859710,2.9708
UD:1V: GN 0418859736,0.2903
UD:1V: GN 0418859765,36.9586
UD:1V: GN 0418859766,-5.7864
UD:1V: GN 0418859814,-64.6868
UD:1V: GN 0418859818,50.1048
UD:1V: GN 0418859819,1.9918
UD:1V: GN 0418859828,0.4437
UD:1V: GN 0418859833,13.4749
UD:1V: GN 0418859857,20.5683
UD:1V: GN 0418859864,1.8598
UD:1V: GN 0418859870,0.3827
UD:1V: GN 0418859875,10.7298
UD:1V: GN 0418859890,0.0844
UD:1V: GN 0418859915,23.0123
UD:1V: GN 0418859931,10.5541
UD:1V: GN 0418859941,-7.2556
UD:1V: GN 0418859955,-1.1194
UD:1V: GN 0418859990,-13.5393
UD:1V: GN 0418860001,-3.9759
UD:1V: GN 0418860048,24.8911
UD:1V: GN 0418860060,37.3817
UD:1V: GN 0418860071,-1.7648
UD:1V: GN 0418860075,3.2317
UD:1V: GN 0418860087,28.6821
UD:1V: GN 0418860090,-0.5532
UD:1V: GN 0418860094,6.2110
UD:1V: GN 0418860095,-6.4079
UD:1V: GN 0418860112,3.8718
UD:1V: GN 0418860123,3.4734
UD:1V: GN 0418860139,6.7703
UD:1V: GN 0418860145,3.4152
UD:1V: GN 0418860148,5.0986
UD:1V: GN 0418860159,1.6924
UD:1V: GN 0418860163,6.7489
UD:1V: GN 0418860165,0.8146
UD:1V: GN 0418860177,48.6094
UD:1V: GN 0418860183,0.2793
UD:1V: GN 0418860188,50.0567
UD:1V: GN 0418860200,0.2826
UD:1V: GN 0418860201,4.6180
UD:1V: GN 0418860206,0.3638
UD:1V: GN 0418860217,2.1783
UD:1V: GN 0418860231,5.6644
UD:1V: GN 0418860237,3.6078
UD:1V: GN 0418860251,1.4473
UD:1V: GN 0418860264,1.4344
UD:1V: GN 0418860271,4.8754
UD:1V: GN 0418860274,3.7739
UD:1V: GN 0418860283,-1.5074
UD:1V: GN 0418904521,26.6081
UD:1V: GN 0418904522,20.8205
UD:1V: GN 0418904535,5.6092
UD:1V: GN 0418904540,9.7629
UD:1V: GN 0418904541,1.1398
UD:1V: GN 0418904542,1.4574
UD:1V: GN 0418904543,1.1119
UD:1V: GN 0418904563,17.9533
UD:1V: GN 0418904568,17.5561
UD:1V: GN 0418904577,-6.2594
UD:1V: GN 0418904585,2.2934
UD:1V: GN 0418904677,33.7946
UD:1V: GN 0418904690,20.4001
UD:1V: GN 0418904701,33.1354
UD:1V: GN 0418904702,-73.8765
UD:1V: GN 0418904703,-2.9766
UD:1V: GN 0418904713,19.9028
UD:1V: GN 0418904738,-3.6262
UD:1V: GN 0418904752,-119.5162
UD:1V: GN 0418904761,0.9078
UD:1V: GN 0418904767,-0.6569
UD:1V: GN 0418904768,-0.3870
UD:1V: GN 0418904769,-1.1021
UD:1V: GN 0418904772,-8.6453
UD:1V: GN 0418904773,-0.9490
UD:1V: GN 0418904774,-1.4427
UD:1V: GN 0418904778,22.4818
UD:1V: GN 0418904780,4.6509
UD:1V: GN 0418904782,-0.4004
UD:1V: GN 0418904783,-0.3991
UD:1V: GN 0418904784,-0.4961
UD:1V: GN 0418904785,-0.4718
UD:1V: GN 0418904797,335.9417
UD:1V: GN 0418904835,-0.9676
UD:1V: GN 0418904841,4.1089
UD:1V: GN 0418904858,-0.2212
UD:1V: GN 0418904859,-0.2604
UD:1V: GN 0418904872,4.1495
UD:1V: GN 0418904878,11.2407
UD:1V: GN 0418904880,22.7109
UD:1V: GN 0418904885,8.4951
UD:1V: GN 0418904897,-3.7941
UD:1V: GN 0418904900,0.5450
UD:1V: GN 0418904901,1.9783
UD:1V: GN 0418904903,-31.6168
UD:1V: GN 0418904906,0.3018
UD:1V: GN 0418904917,7.3950
UD:1V: GN 0418904918,0.6911
UD:1V: GN 0418904919,-8.2516
UD:1V: GN 0418904936,-230.5672
UD:1V: GN 0418904937,-2.3205
UD:1V: GN 0418904938,7.5981
UD:1V: GN 0418904939,21.8226
UD:1V: GN 0418904948,12.1256
UD:1V: GN 0418904962,1.1302
UD:1V: GN 0418904965,79.5165
UD:1V: GN 0418904967,78.2546
UD:1V: GN 0418904973,-160.7909
UD:1V: GN 0418904974,-122.6475
UD:1V: GN 0418905019,33.1424
UD:1V: GN 0418905028,6.1806
UD:1V: GN 0418905050,2.5241
UD:1V: GN 0418905051,3.4475
UD:1V: GN 0418905076,0.8144
UD:1V: GN 0418905870,-57.3219
UD:1V: GN 0418905893,-0.0677
UD:1V: GN 0418905965,0.8382
UD:1V: GN 0418906000,4.3098
UD:1V: GN 0418906014,4.0153
UD:1V: GN 0418906024,5.0808
UD:1V: GN 0418906041,8.4847
UD:1V: GN 0418906110,2.0048
UD:1V: GN 0418906122,-5.4355
UD:1V: GN 0418906141,-5.0159
UD:1V: GN 0418906181,18.7267
UD:1V: GN 0418906188,-3.6501
UD:1V: GN 0418906192,-24.2246
UD:1V: GN 0418906202,0.1649
UD:1V: GN 0418906203,23.8074
UD:1V: GN 0418906207,-3.0697
UD:1V: GN 0418906234,6.4539
UD:1V: GN 0418906239,-22.5051
UD:1V: GN 0418906264,-2.1786
UD:1V: GN 0418906276,0.0092
UD:1V: GN 0418906280,-0.8718
UD:1V: GN 0418906289,51.2281
UD:1V: GN 0418906335,24.5419
UD:1V: GN 0418906342,6.1900
UD:1V: GN 0418906367,13.9307
UD:1V: GN 0418906379,26.1732
UD:1V: GN 0418906396,7.9274
UD:1V: GN 0418906403,58.5045
UD:1V: GN 0418906427,29.2802
UD:1V: GN 0418906448,26.2875
UD:1V: GN 0418906452,21.3497
UD:1V: GN 0418906456,17.3392
UD:1V: GN 0418906459,57.8746
UD:1V: GN 0418906467,0.3875
UD:1V: GN 0418906498,-104.5651
UD:1V: GN 0418906502,0.6642
UD:1V: GN 0418906507,1.4080
UD:1V: GN 0418906513,0.0759
UD:1V: GN 0418906517,-48.7321
UD:1V: GN 0418906560,3.6952
UD:1V: GN 0418906562,23.5840
UD:1V: GN 0418906572,4.7318
UD:1V: GN 0418906579,-37.4256
UD:1V: GN 0418906580,11.9087
UD:1V: GN 0418906583,-3.2732
UD:1V: GN 0418906584,11.4629
UD:1V: GN 0418906588,-14.7577
UD:1V: GN 0418906616,1.2117
UD:1V: GN 0418906617,184.9024
UD:1V: GN 0418906619,11.7102
UD:1V: GN 0418906626,0.8321
UD:1V: GN 0418906638,1.8799
UD:1V: GN 0418906648,10.6350
UD:1V: GN 0418906729,-51.9822
UD:1V: GN 0418906753,200.8883
UD:1V: GN 0418906773,-9.8234
UD:1V: GN 0418906784,0.0220
UD:1V: GN 0418906785,26.9209
UD:1V: GN 0418906793,5.4677
UD:1V: GN 0418906801,45.6459
UD:1V: GN 0418906817,7.5488
UD:1V: GN 0418906853,-14.7848
UD:1V: GN 0418906854,45.3673
UD:1V: GN 0418906855,8.9022
UD:1V: GN 0418906901,7.2789
UD:1V: GN 0418906908,0.0069
UD:1V: GN 0418906909,-82.3358
UD:1V: GN 0418906915,8.7517
UD:1V: GN 0418906918,-0.5009
UD:1V: GN 0418906934,-6.2594
UD:1V: GN 0418906940,10.0083
UD:1V: GN 0418906945,5.4029
UD:1V: GN 0418906965,0.9988
UD:1V: GN 0418906990,-0.4830
UD:1V: GN 0418906996,-5.6542
UD:1V: GN 0418907003,-12.0048
UD:1V: GN 0418907014,19.2397
UD:1V: GN 0418907041,0.1384
UD:1V: GN 0418907061,0.0404
UD:1V: GN 0418907095,18.7642
UD:1V: GN 0418907103,-622.8190
UD:1V: GN 0418907105,-1.6340
UD:1V: GN 0418907134,-7.6967
UD:1V: GN 0418907145,-10.7463
UD:1V: GN 0418907162,-0.1330
UD:1V: GN 0418907181,0.0266
UD:1V: GN 0418907186,42.5281
UD:1V: GN 0418907189,-0.0055
UD:1V: GN 0418907205,-0.0565
UD:1V: GN 0418907231,3.7956
UD:1V: GN 0418907248,-2.8443
UD:1V: GN 0418907254,-0.1007
UD:1V: GN 0418907259,0.0419
UD:1V: GN 0418907271,-2.5735
UD:1V: GN 0418907279,46.8151
UD:1V: GN 0418907334,-2.2340
UD:1V: GN 0418907337,-0.0897
UD:1V: GN 0418907363,-14.1914
UD:1V: GN 0418907372,10.6579
UD:1V: GN 0418907405,1.5187
UD:1V: GN 0418907434,-1.5723
UD:1V: GN 0418907448,0.1056
UD:1V: GN 0418907461,-2.9219
UD:1V: GN 0418907462,7.7252
UD:1V: GN 0418907529,-61.3205
UD:1V: GN 0418907538,-5.2088
UD:1V: GN 0418907564,52.7089
UD:1V: GN 0418907568,-0.1164
UD:1V: GN 0418907571,13.1845
UD:1V: GN 0418907603,10.7537
UD:1V: GN 0418907609,11.6177
UD:1V: GN 0418907707,13.8056
UD:1V: GN 0418907728,5.1889
UD:1V: GN 0418907740,4.5210
UD:1V: GN 0418907840,4.0214
UD:1V: GN 0418907889,2.2402
UD:1V: GN 0418907986,8.0848
UD:1V: GN 0418908039,0.1281
UD:1V: GN 0418908067,17.2047
UD:1V: GN 0418908092,19.5123
UD:1V: GN 0418908137,28.7295
UD:1V: GN 0418908190,0.1985
UD:1V: GN 0418908197,-31.9805
UD:1V: GN 0418908251,-5.2816
UD:1V: GN 0418908266,0.0954
UD:1V: GN 0418908269,0.0647
UD:1V: GN 0418908272,0.0363
UD:1V: GN 0418908293,6.4131
UD:1V: GN 0418908310,0.8820
UD:1V: GN 0418908311,0.9507
UD:1V: GN 0418908312,0.9414
UD:1V: GN 0418908316,0.9378
UD:1V: GN 0418908324,0.9006
UD:1V: GN 0418908340,199.1473
UD:1V: GN 0418908354,0.9552
UD:1V: GN 0418908355,0.9474
UD:1V: GN 0418908356,0.9234
UD:1V: GN 0418908358,0.1400
UD:1V: GN 0418908359,0.3209
UD:1V: GN 0418908360,0.4805
UD:1V: GN 0418908361,0.6090
UD:1V: GN 0418908365,0.6943
UD:1V: GN 0418908367,0.7586
UD:1V: GN 0418908369,0.8180
UD:1V: GN 0418908386,2.7087
UD:1V: GN 0418908402,-0.1718
UD:1V: GN 0418908441,0.0624
UD:1V: GN 0418908474,14.5669
UD:1V: GN 0418908500,2.0260
UD:1V: GN 0418908502,1.0351
UD:1V: GN 0418908512,-211.8398
UD:1V: GN 0418908519,-0.2043
UD:1V: GN 0418908552,1.9535
UD:1V: GN 0418908556,0.0312
UD:1V: GN 0418908563,0.0964
UD:1V: GN 0418908571,9.0061
UD:1V: GN 0418908578,-0.0728
UD:1V: GN 0418908582,2.0381
UD:1V: GN 0418908583,0.1605
UD:1V: GN 0418908603,-36.8859
UD:1V: GN 0418908613,-17.7987
UD:1V: GN 0418908634,5.0356
UD:1V: GN 0418908648,0.7079
